author,text,markah_penuh,markah_struktur,markah_rentak,markah_rima
CG Karmin Abbas,"Rumah adat rumah Palembang,
tiang banyak ragamnya panggung;
Peri kandidat jikalau sumbang,
tidaklah layak  diagung-agung.",25.0,5,10,9
CG Karmin Abbas ,"Awak boleh kemudi pompong,
tidak betah bawak kereta;
Awak boleh duduk di kampong,
tidak betah duduk di kota.",25.0,5,10,10
CG Karmin Abbas ,"Petik jambu panjat dahulu,
sudah pasti enak dirasa;
Jasa ibu ingat selalu,
tidak henti menabur jasa. ",25.0,5,10,10
CG Karmin Abbas ,"Pucuk selasih helai-helaian,
sapukan minyak makan gamatnya;
Pattern masih tapak semaian
Bakal banyak hasil tuainya,",25.0,5,10,10
CG Karmin Abbas ,"Hendak punggah seraga jering,
kulit liat isinya nikmat;
Orang gagah jikalau gering,
senyum lihat orang yang sihat.",25.0,5,10,7
Rany Puspita Sari,"Amatlah rimbun si hutan jati,
gugur bertabur di rawa-rawa;
Usah timbun emas berpeti,
dalam kubur tidak dibawa.",25.0,5,10,10
Rany Puspita Sari,"Amatlah rimbun si hutan jati,
daun bertabur di rawa-rawa;
Tak usah timbun emas berpeti,
ke alam kubur tidak dibawa.",25.0,5,10,10
Aldo syahputra,"Ke kebun ingat kelapa muda,
minum separuh dengan selera;
Gelora semangat Sumpah Pemuda,
ke seluruh pelosok Nusantara;",25.0,5,10,10
Rany Puspita Sari,"Merah ranum si buah malam
Banyak tumbuh di hutan jati
Murahkan senyum menghatur salam
Lisannya teduh  penyejuk hati",23.0,5,10,8
Alfan prihandiki,"Nangis nangis untuk di adegan
Nampil drama depan banyak orang;
Jangan berlagak gaya arogan,
Kalau tak berani pergi perang;",23.0,5,10,8
Rizq Naufal,"Menitis senja biasan mentari ;
merkah setitis menjelang kabut ,
indah seroja di waktu hari,
mengubat jiwa penuh serabut",23.0,5,9,9
Nabil Naiem,"Terang bersuluh api pelita ;
terangnya lagi bulan purnama ,
bersalam - salaman budaya kita ,
rakyat Malaysia bahagia bersama .",23.0,5,10,8
Farez Naufal,"Bermain ping pong di pagi hari ;
melukis suasana penuh berseni ,
sifat sombong perlu dihindari ,
hidup bermakna aman harmoni",23.0,5,9,9
Hafizh Pratama Hasibuan ,"Alam itu sangat berharga,
sungai penuh dengan bebatuan;
Selalu tegak penuh siaga,
menjaga persatuan dan kesatuan;",23.0,5,10,8
Alfan prihandiki,"Di Kota banten banyak tanaman,
Bila dijual jadi jutawan;
Jangan berlagak seperti preman,
Kalau tak berani bak pahlawan",23.0,5,10,8
Aldo syahputra,"Lihat anak di sungai bengawan,
Nangis menjerit ingin berenang;
Selamat jalan para pahlawan,
Pengorbananmu akan terkenang;",23.0,5,10,8
Aldi syahputra,"Pagi pagi santai minum jamu,
Minumnya tepat di hari rabu;
Kami kagim dengan perjuanganmu,
Walau dengan bersenjata bambu;",23.0,5,10,8
Aldi syahputra,"Masuk sekolah dibulan mei,
Membawa bekal untuk di makan;
Jasa pahlawan tak dihargai
Harta nyawa rela dikorbankan;",23.0,5,10,8
Aldi syahputra ,"Hari buruh pada bulan Mei,
Hak buruh harus diperjuangkan;
Jasa pahlawan tidak dihargai,
harta dan nyawa rela dikorbankan;",23.0,5,10,8
Aldi syahputra ,"Membeli buah memakai uang,
Buah berbiji itu semangka;
Jangan lupap jasa para pejuang,
Hargailah jasa jasa mereka;",23.0,5,10,8
Aldi syahputra ,"Saat di sekolah gambar hewan,
Gambar ada jerapah dan gajah;
Terima kasih para pahlawan,
Kita merdeka dari penjajah;",23.0,5,10,8
Muhdi Kurnia,"
Rumah kita rumah berlaman
rapat-rapat ditepi kolam;
Kalau kita bertemu teman,
cepat-cepat ucapkan salam,
",25.0,5,10,10
Indah kesuma,"Siang terang makan buah nangka
Letak cawan kasih untuk angsa
Dari berperang hingga merdeka
Para pahlawan sangat berjasa",25.0,5,10,10
CG Karmin Abbas ,"Burung helang memburu nuri,
kuku kuat bagaikan besi;
Barang hilang janganlah dicari,
lekas buat laporan polisi.",25.0,5,10,10
Fathir ahmad pasha,"Tetangga sebelah punya mangga,
dijual harga lima belasan;
ketika dulu perang berlaga,
Sampai titik darah penghabisan;",23.0,5,10,8
Fathir ahmad pasha,"Pulang kampung membawa armada,
bawa bingkisan berupa jenang;
Walau ragamu telah tiada,
namun namamu akan dikenang;",23.0,5,10,8
Fathir ahmad pasha,"Ke rumah sakit untuk diobati,
dokternya cantik orang Betawi;
Pahlawan berjuang sampai mati,
untuk harumkan ibu pertiwi;",23.0,5,10,8
Fathir ahmad pasha,"Lihat penemu menimba ilmu,
tidak ingat waktu sampai letih;
Sungguhlah besar pengorbananmu;
Untuk sang bendera merah putih;",23.0,5,10,8
Fathir ahmad pasha,"Pergi sekolah mencari ilmu,
Tamat sekolah jadi alumni;
Terima kasih atas jasamu,
Akan ku jaga negara ini;",23.0,5,10,8
Syaiful khusni,"Pergi ke warung membeli cawan,
setelah itu mampir ke desa;
Salut tuk perjuangan pahlawan,
perjuangannya sangat berjasa;
",23.0,5,10,8
Hafizh Pratama Hasibuan ,"Pak Rahmat sedang mengasah parang,
sambil memandang cantiknya awan;
Jangan berlagak gagah yang garang,
Kalau tak berani bak pahlawan;",23.0,5,10,8
Hafizh Pratama Hasibuan ,"Pak Rahmat sedang mengasah parang,
sambil memandang cantiknya awan;
Jangan berlagak gagah yang garang,
Kalau tak berani bak pahlawan;",23.0,5,10,8
Nazlishah,"Bermain musik bersama kucing,
si kucing mulai merusak gitar;
Meski menggunakan bambu runcing,
Pejuang tak takut dan tak gentar;",23.0,5,10,8
Nazlishah,"Melihat lampu mulai meredup,
Jangan lupa untuk memeriksa;
Tidak peduli kerasnya hidup,
karena kita harapan bangsa;",23.0,5,10,8
Nazlishah,"Jumpa kekasih menyusun bangku,
lihat celah menemukan benda;
Terima kasih tuk pahlawanku;
sebab telah melawan belanda;",25.0,5,10,10
Alfia Sani arifin,"Melihat ayam sedang dikejar,
Ayam dikejar oleh si angsa;
Haruslah gigih kita belajar,
Agar menjadi harapan bangsa;",23.0,5,10,8
Alfia Sani arifin,"Ke pasar sore membeli kancil,
Tak lupa juga membeli cawan;
Walau memang badan terlihat kecil,
Tetapi hatiku jiwa pahlawan;",23.0,5,10,8
Nazwa mariska panjaitan,"Duduk santai lihat langit biru
Sambil makan cemilan mayora
Pejuang berani tak bawa peluru
Bawa bambu demi membela negara",23.0,5,10,8
Nazwa mariska panjaitan,"Membeli bunga di pasar pekan,
Bunganya jenis kembang sepatu;
Pahlawan tak akan tergantikan,
akan terkenang sepanjang waktu;",23.0,5,10,8
Nazwa mariska panjaitan,"Pulau Tidore ada di maluku,
masyarakat Maluku serbabisa;
Engkau pemberani pahlawanku,
Tidak takut mati demi bangsa;",23.0,5,10,8
Indah Kesuma,"Siang siang makan buah semangka,
semangka panen di hari selasa;
Dari berperang hingga merdeka,
para pahlawan sangat berjasa;",23.0,5,10,8
Indah Kesuma,"Sungguh manis si buah tomat,
Tomat Makan di waktu siang
Tundukkan kepala dengan khidmat,
berdoa untuk para pejuang;",23.0,5,10,8
Indah Kesuma,"Ke pasar membeli bengkuang
bengkuang untuk cenderamata
Sungguh besar jasa pejuang,
untuk Indonesia tercinta;",23.0,5,9,9
CG Karmin Abbas,"Burungnya kecil berparuh tajam, 
sudahlah panjang ekornya lebar;
Kasih dicicil celik ke pejam,
berjenjang-jenjang ditongkat sabar.",25.0,5,10,10
CG Karmin Abbas,"Kalau sekuku umbi lengkuas,
naik aroma rasanya hebat;
Jikalau buku bertemu ruas,
baru saksama kita berdebat.",25.0,5,10,10
CG Karmin Abbas,"Tunasnya baru bukanlah lama,
tanam sebidang tanahnya luas;
Kalaulah baru kena selsema,
segera hidang air lengkuas.",25.0,5,10,10
CG Karmin Abbas,"Banyak bentulu di dalam rimba
jeram berdebur kala mendaki; 
Jika selalu gunakan herba,
jadi penyubur kaum lelaki.",25.0,5,10,10
Ariyana,"Padi muda jangan dilurut,
Kalau dilurut patah batangnya;
Hati muda jangan diturut,
Kalau diturut susah datangnya.",23.0,5,8,10
Adilah Hannani,"dekatkan telinga di tepi tingkap,
kedengaran hujan sedang merintih;
kerja perlu sentiasa cekap,
walau sekalipun kita letih.",23.0,5,10,8
windi wulandari ,"Makan di pantai bersama kawan,
Sambil membawa peliharannya;
Mengenang selalu jasa pahlawan,
Dengan cara mengharumkan namanya.",23.0,5,10,8
CG Karmin Abbas,"Busana katun gaya Makassar,
sungguh berantun nampak selesa;
Orang berpantun rimanya kasar,
kita berpantun elok bahasa.",25.0,5,10,10
muhammad zidan damanik,"Pulang sekolah main gitar,
bermain gitar dengan tenang;
Kalau kamu memanglah pintar,
sebut pahlawan darah minang;",23.0,5,10,8
muhammad zidan damanik,"Di berastagi jumpa wartawan,
singgah kejap makan sayur paku;
Terima kasih para pahlawan,
hingga harum di tanah air ku;",23.0,5,10,8
CG Karmin Abbas ,"Luas terbentang berbaris-baris,
sembang di tepi indahnya taman;
Minum petang di Pantai Pasir Ris,
sambil kecapi udara nyaman.",25.0,5,10,9
windi wulandari ,"balon ringan diberi pertanda,
melihat badak di depan itu;
sholat jangan ditunda tunda,
 kita tidak tau kematian itu.",23.0,5,9,9
windi wulandari ,"Jalan jalan malam ke sumatra,
paginya sambil melihat gajah;
Siapa pahlawan di sumatra,
Yang berperang melawan penjajah.",23.0,5,10,8
windi wulandari ,"malam malam membeli cemilan,
Sambil melihat si cowo tampan;
Ilmu boleh sedikit ketinggalan,
Tapi jangan sampai putus harapan.",23.0,5,10,8
windi wulandari ,"Pagi pagi kota Siantar,
Sambil mendengar bunyi leguh;
Jika kalian ingin pintar,
Belajar dengan sungguh sungguh.",23.0,5,10,8
CG Karmin Abbas,"Buah mempelam isinya lunak,
dipotong senang lalu dirasa;
Lauk semalam memanglah enak,
Terkenang-kenang sehingga lusa.",25.0,5,10,10
Windi Wulandari,"Ayah mengambilkan kayu jati,
Sambil melihat orang ngelayat;
Pahlawan takkan pernahlah mati,
Akan dikenang  sepanjang hayat.",24.0,5,10,9
windi wulandari,"diwaktu pagi membaca buku,
Buk guru sedang memberi ilmu;
Terima kasihla pahlawanku,
Sungguh besarnya jasa jasamu.",23.0,5,10,8
windi wulandari,"Jalan jalan bersama kawan,
 Jangan lupa membeli alas;
Selamat jalan para pahlawan,
pengorbananmu pasti terbalas.
",24.0,5,10,9
CG Karmin Abbas ,"Perak se etsa tanda diberi,
asri menawan beraksa-raksa;
Cendekia bangsa lagi bestari, 
arif budiman penyuluh bangsa.",25.0,5,9,9
M.RIDUAN HABIBI,"Buah dimakan bibir sariawan
Buahnya langka si buah mangga
Mari doakan para pahlawan
Agar mereka tenang di surga
",24.0,5,9,10
CG Karmin Abbas ,"
Di tepi ladang memetik turi,
ikan cencaru enak dibakar;
Makan sehidang dengan isteri,
semakin seru kasih memekar.
",25.0,5,10,10
Putri Wulandari ,"duduk diteras melihat awan
duduknya sambil makan kuini
sungguh mulia jasa pahlawan
yang diberi untuk negri ini",23.0,5,10,8
CG Karmin Abbas,"Berkain katun dari seberang,
tidak berantun dalam perahu;
Tulis pantun kalau sembarang,
itu bantun kalau nak tahu.",25.0,5,10,10
Ryan akbar,"Di pesta memakan sup kari
Tak lupa juga memakan buah kiwi
Marilah kita menjaga negri
Demi menjaga ibu Pertiwi ",24.0,5,9,10
M.riduanhabibi ,"
Pergi keladang dengan ceria
Untuk mengambil buah semangka
Jika benar cinta dan setia 
Lanjutkan perjuangan mereka ",23.0,5,10,8
M.wildan habibi,"Ke cempa membeli makroni,
bulan februari main biola;
Jangan lupa tanggal satu juni,
Itulah hari lahir pancasila.",23.0,5,8,10
Muhammad Raffi,"Naik delman melihat awan,
Senang hati riang gembira;
Jangan lupa mengenang jasa pahlawan, 
Tumbuhkan semangat juang yang membara",23.0,5,10,8
Andika Prasetya,"Pergi ke titi bersama kawan,
di tepi titi meraih kerang;
Jadi seperti sosok pahlawan,
berani mati di medan perang.",24.0,5,10,10
AMYLIA SUCI WIJAYANTI,"Pergi sekolah bersama mumu, 
Pulang kerumah bertemu ari;
Semangat membara dalam tubuhmu, 
Taklukkan mereka penjajah negri. ",23.0,5,10,8
M.riduan habibi ,"Pergi kehutan dengan ceria
Untuk mengambil buah semangka 
Jika benar cinta dan setia 
Lanjutkan perjuangan mereka 
",23.0,5,10,8
AN NISAU SYAFI ,"Kakek sedang memotong kuku,
potong kuku di ruang tamu;
Terimakasih pahlawanku,
Sungguh besar jasa-jasamu.",23.0,5,10,8
CG Karmin Abbas,"Pakai kebaya potongan Medan,
bercorak Deli secoklat kayu;
Nampak bergaya nampak sepadan,
busana asli orang Melayu.",25.0,5,10,10
Nur Razmie Zuhairah Binti Mohd Razar - JEMPOL,"Bunga berakar subur berdiri,
Jaringan sesak hari ke hari,
Bumi mekar diberi Al-Baari,
Jangan dirosak dan dicemari.",25.0,5,10,10
SITI NUR DINI SMKA SHAMS,"Kuningnya kuini dipotong nyonya,
Dimakan perawan manisnya rasa;
Buana kini kurang hijaunya,
Habitat haiwan menjadi mangsa.",25.0,5,10,10
NAQEEB YUSUF BIN YASNI SMKA SHAMS,"Sudah banyak disesak masa
Usah mengantuk baru redah
Sudah banyak dirosak binasa
Usah terhantuk baru tengadah",25.0,5,10,10
MUHAMMADKHUHAFIZISEREMBAN1,"puteri bunian nian berseri,
pujaan hati jejaka bestari,
rosak kian sungai diberi,
jangan kati dipulang nyeri.",25.0,5,10,10
DANISH YUSRI(SEREMBAN 2),"Tumbuh kedangsa sepanjang jalan,
Rimbun sena dalam belantara;
Asingkan sisa jadi amalan,
Insan cakna jagat sejahtera",25.0,5,10,10
Siti Sophia,"Terjumpa sampan di tepi gerbang,
Gerbang tenggelam sudah dicatat;
Hutan simpan semakin ditebang,
Musnah alam matinya habitat.
",25.0,5,10,10
CG Karmin Abbas,"Anak lotong ditangkap sakai,
lepas sudah ke bukit hala;
Guna tong-tong barang terpakai,
agar mudah kitar semula.",25.0,5,10,10
CG Karmin Abbas,"Ditebar-tebar sayapnya angsa,
parang dikepit nampaklah ulu;
Tersenyum lebar sepanjang masa,
jiwa terhimpit lidah pun kelu.",25.0,5,10,10
CG Karmin Abbas,"Berkokok denak atas gelugu,
berjela-jela di pinggir desa;
Suara lunak alunkan lagu,
disela-sela kejutan rasa.",25.0,5,10,10
Agusnadi Talah,"Melihat hilal menghitung fitri,
berbagai kota bersidang isbat;
Halal bi halal kita syukuri,
tanda kita umat bermartabat. ",25.0,5,10,10
AMRAHMUTIAH SEREMBAN 1,"Rupawan sunti umpama purnama,
sopan berkerudung,atas pelamin;
Jagalah bumi peranan bersama,
rimba terlindung akuatik terjamin.",24.0,5,10,9
Nayla Aurelia,"Ibukota Riau di Pekanbaru,
kota megah ciptaan sang penguasa;
Sungguhlah mulia jasamu guru,
guru pahlawan tak berkira jasa.",23.0,5,10,8
Assoc. Prof. Siamir Marulafau ,"Bambunya tajam ujungnya runcing,
tulis cerita bentuknya syair;
Pado mengayom si anak kucing,
elok berteman dengan penyair.",23.0,5,10,8
CG Karmin Abbas,"Joget Lambak langkahnya asri,
corak sulam berjelai-jelai;
Berombak-ombak tidak terperi,
tangkasnya dalam lemah gemalai.",25.0,5,10,10
Assoc. Prof. Siamir Marulafau,"Kopi aren kopilah Sumatera,
di waktu malam diminum sahabat;
Pabila kangen Karmin membara,
berucap salam pada kerabat.",24.0,5,10,9
CG Karmin Abbas,"Pulutku ini berbungkus palas,
sudah belasan daunnya liat;
Sahabatku ini orangnya ikhlas,
tak minta balasan apa dibuat.",25.0,5,10,10
Anis sofia ,"Perahu berlayar di tengah tasik,
Berhenti sebentar di tepi paya;
Sukarlah dia untuk diusik,
insan solehah hiasan maya. ",23.0,5,10,8
CG Karmin Abbas,"Secubit garam cukuplah rasa,
manakah laja tumbuh di lahan;
Pengaruh selebgram makin luasa,
anak remaja perlukan asuhan.",24.0,5,10,9
CG Karmin Abbas,"Kayu-kayan di gigir-gigir,
buat pangkin berbasa-basi;
Kerja nelayan makin terpinggir,
belia makin tolak tradisi.",25.0,5,10,10
CG Karmin Abbas,"Tepi pintu letak hiasan,
ada satwa di luar sangkar;
Turath itu ilmu warisan,
lahirkan siswa siswi pakar.",25.0,5,10,10
CG Karmin Abbas,"Molek kebaya berkain panjang,
bersanggul logam buat hiasan;
Pengaruh budaya berakar tunjang,
menjadikan ragam dalam warisan.",25.0,5,10,10
CG Karmin Abbas,"Rumus-rumus adun ramuan,
hendak jamu hingga berbesing;
Gunakan kamus menjadi panduan,
kuasai ilmu bahasa asing.",25.0,5,10,10
CG Karmin Abbas,"Tinggi kawasan tanahnya merah,
megah belaka dalam hikayat;
Tapak warisan tapak sejarah,
satu pusaka satu riwayat.",25.0,5,10,10
CG Karmin Abbas,"buah cempedak luar pagar
ambil galah tolong jolokkan
saya budak baru belajar
kalau salah tolong tunjukkan",23.0,5,10,8
Assoc.Prof.Siamir Marulafau,"Jikalau pergi ke Pulau Saga,
haruslah singgah Pulau Penyengat;
Tidaklah rugi berolah raga,
semakin gagah jiwapun hangat.",25.0,5,10,10
Assoc.Prof.Siamir Marulafau,"Orang jawa beli pepaya,
orang jepun membeli salak;
Pabila jiwa tidak berdaya,
makan apa pun terasa jelak.",25.0,5,10,10
CG Karmin Abbas,"Atas pintu langsirnya putih,
tudung saji lekat di paku;
Berkedim itu adat perpatih,
mengikat janji bertukar suku.",25.0,5,10,10
CG Karmin Abbas ,"Meredup awan berkukur balam,
kiri ke kanan mestilah peka;
Tabiat haiwan petanda alam,
patuh pesanan elak petaka.",25.0,5,10,10
CG Karmin Abbas ,"Sungguhlah nyaman di mahameru,
Raja berkenan berperi-peri;
Masuklah ke taman pergi berburu,
cari makanan idaman isteri.",25.0,5,10,10
CG Karmin Abbas,"Bingkainya papan diikat tangsi,
gantung di pangkal berlatar ambal;
Langkah ke depan dengan tradisi,
unsurnya lokal ke tahap global.",25.0,5,10,10
CG Karmin Abbas ,"Besinya bukan sebarang besi,
besi kursani beradun gangsa;
UPSI bukan sebarang UPSI,
siswa siswi penyuluh bangsa.",24.0,5,10,9
CG Karmin Abbas ,"Segarang-garang  ladanya merah,
hijau mentimun penyinar seri;
Seberang-berang ketika marah,
kuat melamun memujuk diri.",25.0,5,10,10
CG Karmin Abbas ,"Kukur kelapa lipat belebat,
barang sekati di atas para;
Belum jumpa jadi sahabat,
sudah nanti jadi saudara.",25.0,5,10,10
CG Karmin Abbas ,"Ikan Todak memanglah lain, 
muncung ada senjata kuat;
Kalau budak kuat bermain,
Itu tanda raganya liat.",25.0,5,10,10
CG Karmin Abbas ,"Di tepi desa riuh gelumat,
ayam di hutan sedang berlaga;
Masa periksa tertekan amat,
habis ujian barulah lega.",24.0,5,10,9
CG Karmin Abbas ,"Meletak dedak makanan angsa,
dedak dibuat negeri siam;
Budak-budak duduki periksa,
dulu geliat sekarang diam.",25.0,5,10,10
CG Karmin Abbas ,"Guna secangkir ataupun dua,
takkan ceracam diacan- acan,
Terdaya berfikir sejam dua,
tak macam kera kena belacan.",24.0,5,10,9
CG Karmin Abbas,"Bulan Safar bulan ke dua,
hadap kiblat tangan ditadah;
Masjid Istighfar tempat bersua,
selepas solat kami riadah.",25.0,5,10,10
CG Karmin Abbas,"Sungailah Perak berkelok-kelok,
luas terbentang dari angkasa;
Jauhnya jarak pandangan elok,
makmur ditatang berbangsa-bangsa.",25.0,5,10,10
Yahya Isa,"Kain batik padan kebaya,
Gadis kota menari inang;
Peri cantik nilai budaya, 
Adat kita bila meminang.   ",25.0,5,10,10
Yahya Isa,"Harum tangan bau kerisik,
Daging  bakar berasa nyaman;
Tertib dengan awal merisik,
Mawar mekar tengah halaman.",25.0,5,10,10
Yahya Isa,"Meredah tasik arus diharung,
Tidak bimbang mengail pukat;
Sudah dirisik cincin bersarung,
Tanda kembang sudah diikat.",23.0,5,8,10
CG Karmin Abbas,"Biarlah buruk kain selendang,
terbayang-bayang warnanya jingga;
Biarlah buruk mata terpandang,
kasih dan sayang tetap terjaga.",25.0,5,10,10
CG Karmin Abbas,"Pohon tempinis luar kota,
Buat biduk berisi payang;
Pahit manis dalam bercinta,
kita aduk menjadi sayang.",25.0,5,10,10
CG Karmin Abbas,"Tanam jati lepas digali,
atas tapak tanah diangkut;
Kala amati dua kali,
bagai nampak tangan tersangkut.",25.0,5,10,10
CG Karmin Abbas,"Ketupat palas beranyam pundi,
ketamlah renjong digulai lemak;
Jangan malas mengenang budi,
kita sanjong jasanya emak.",25.0,5,10,10
Geng Pantun,"Jikalau panjat pohon longan,
elok makan bersama besan;
Jikalau kita campur tangan,
itu maksud campur urusan.",23.0,5,10,8
CG Karmin Abbas,"Jikalau kita membawa bekal,
enaknya makan kalau berdua;
Jikalau kita ada akal,
Maknanya kita miliki idea.",23.0,5,9,9
CG Karmin Abbas,"Jikalau kita di atas titi,
jangalah kita bersambil lewa;
Jikalau kita ambil hati,
Maknanya kita rasa kecewa.",24.0,5,9,10
CG Karmin Abbas,"Jikalau kita beli roti,
belilah lebih janganlah kurang;
Jikalau kita baik hati,
Maknanya suka bantu orang.",23.0,5,9,9
CG Karmin Abbas,"Rumahnya tolan rumah bertangga,
dipapah sedang panjatpun larat;
Apa amalan untuk ke syurga?
suburkan ladang amal akhirat.",25.0,5,10,10
Santri,"pergi ke kedai membeli cuka,
cuka dibeli si pekak tuli,
kalau malas mencuci muka,
nanti orang menjadi geli",23.0,5,10,8
CG Karmin Abbas,"Pohon redup di bendang padi,
Burung Blekok makan di sawah;
Jika hidup tidak berbudi,
Ibarat pokok tidak berbuah.
",25.0,5,10,8
CG Karmin Abbas,"Bertuntun-tuntun orang berbesan,
di kanan-kiri rimbun delima;
Kita berpantun sampaikan pesan,
tampilkan ciri warisan lama.",25.0,5,10,10
CG Karmin Abbas,"Berkain katun berpending gangsa,
jadi hiasan di masa kini;
Kita berpantun jaga bahasa,
jaga warisan indah berseni.",25.0,5,10,10
CG Karmin Abbas,"Ke Punggol Marina hampir terlajak,
memandainya sakan hanya menyemu;
Ke sini-sana berlagak bijak,
orang biarkan kerana jemu.",25.0,5,10,10
CG Karmin Abbas,"Bukit Merah Estetnya sedang,
tempat main sepanjang hari;
Kuat marah lekas meradang,
orang lain mendapat pari.",25.0,5,10,10
CG Karmin Abbas,"Estet Yuan Ching arahnya kiri,
agak berhabuk sebelah kuil;
Hendak memancing ikan tenggiri,
sampai ke lubuk terlupa kail.",25.0,5,10,9
CG Karmin Abbas,"Jalan Mandai masih ke depan,
agak-agak kayuh sepeda;
Belum pandai mengayuh sampan,
tapi lagak bagai nakhoda.",25.0,5,10,10
CG Karmin Abbas,"Berjumpa rakan di Lorong Tanggam,
penat menanti hingga ke Asar;
Mendapat ikan aneka ragam,
sakit hati tiada yang besar.
",25.0,5,10,10
CG Karmin Abbas,"Melihat nona mata melirik,
memanglah seksi separuh bogel; 
Umpan mengena terus ditarik,
terputus tangsi mata terjegil.",24.0,5,10,8
CG Karmin Abbas,"Mendayung sampan sambil berangan,
kuat ketawa tidak berhenti;
Hendak mengumpan ikan selengan,
tapi membawa sekeping roti.",25.0,5,10,10
CG Karmin Abbas,"Dengan jiran suka bertekak,
Cina kiri kanan Melayu; 
Menarik joran bertambah bongkak,
ingat tenggiri padahal kayu,",25.0,5,10,10
CG Karmin Abbas,"Dari Rochor ke Kampung Gelam,
jalan kaki hendak seberang;
Sampannya bocor makin tenggelam,
menghambur maki tercucuk karang.
",25.0,5,10,9
Isa Kamari,"Pintu flat menghadap koridor,
Lalu lalang jiran tetamu;
     Buntu kualat bersikap teledor,
     Nasib malang datang bersemu.",23.0,5,9,9
Isa Kamari,"Dahulu memakai telefon berdial,
Kini menggunakan telefon bijak;
     Dungu merungkai terkial-kial,
     Dengan pendidikan hidup dianjak.",23.0,5,8,10
Isa Kamari,"Orang Eropah serta Peranakan,
Memilih Katong menebar budaya;
     Hidup ditempah dengan keyakinan,
     Membenih untung mengakar upaya.",24.0,5,10,7
Isa Kamari,"Menaiki bas sungguhlah sesak,
mana ceruk tiada yang kosong;
Niat terbabas gopoh bertindak,
dendam terperuk jiwa terpesong.",23.0,5,10,8
CG Karmin Abbas,"Ditebar-tebar sayapnya angsa,
parang dikepit nampaklah ulu;
Tersenyum lebar sepanjang masa,
dijangkit Covid orang tak tahu.",24.0,5,10,7
CG Karmin Abbas,"Di tengah pekan ramai penjaja,
lauknya hangat berdapur arang;
 Ketika makan minum semeja,
kitapun ingat yang sorang-sorang.",25.0,5,10,10
CG Karmin Abbas,"Menggemal-gemal sulur di kali,
sebelum alum hantar seberang;
Cuba amal sikap peduli,
agar maklum masalah orang.",25.0,5,10,10
CG Karmin Abbas,"Merah menyala isi tembikai,
gulai gurami ulam penggaga;
Kitar semula barang terpakai,
semoga bumi kelak terjaga.",25.0,5,10,10
INTANAZHANI SMKJELAI KUALAPILAH,"Terpijak ranjau tanam merata,
Batang jerami permainan paduka,
Bumi hijau tanggungjawab kita,
Agar bumi tidak terluka.",23.0,5,8,10
Nur Alya Natasha Binti Fazrul Anwar (SMK Jelai KP)(kuala pilah),"Tanjung tuan hujung benua,
Menjelang malam indahnya rasa,
Bumi kian menjadi tua,
Jagalah alam sebelum binasa.
",23.0,5,8,10
Ilya Dalilah SMKA SHAMS,"Menyelak surat menghadam matan,
Ilmu setinggi puncak menara.
Mendidik rakyat menyayang hutan,
Mampu jagakan berlian negara.
",23.0,5,10,8
DANISH YUSRI(SEREMBAN 2),"Tumbuh gedangsa sepanjang jalan,
Merimbun sena dalam belantara;
Asingkan sisa jadikan amalan,
Insan cakna jagat sejahtera",23.0,5,8,10
NURUL AIN SYAFIQAH BT MD KAMAL  (JEMPOL/JELEBU),"Sungguh indah unggas berbisik,
Sekawan itik riuh berdansa;
Laut menadah tumpahan toksik,
Hidupan akuatik menjadi mangsa.",23.0,5,8,10
SITI FATIMAH BINTI WAN HIJRAH,"Membawa bekalan untuk dimakan,
Singgah sebentar di kota naga,
Ingatlah taulan ingatlah rakan ,
Alam sekitar perlu dijaga.",24.0,5,9,10
NURUL HUSNA FATIHAH BINTI NOR HISHAM (SEREMBAN1),"khazanah disia serata benua
heboh dikeratan hingga kelam
rakus manusia meragut semua
bangkitlah watan pelihara alam",23.0,5,9,9
ALYIRWANSHAHBINAZMANKUALAPILAH,"Lima kelopak bunga raya;
Dipancar biasan cahaya purnama,
Bumi dirompak ditimbusnya paya;
Dimanakah ihsan kita bersama.",24.0,5,9,10
Siti Sophia,"Pergi hutan bersama Pak Lan
Membawa pelam bersama-sama
Jagalah hutan jadikan amalan
Menjaga alam tanggungjawab bersama. ",23.0,5,8,10
ayuni smk(j),"ditepi kali menanam peria,
terasa kaki disengat si lipan;
jangan sirunakan sinar suria,
kelak merana seluruh hidupan",23.0,5,10,8
SHU'AIBSEREMBAN1,"Pergi ke kuala menggali halia,
Tepi dermaga berlabuh bahtera; 
Kitar semula amalan mulia,
Alam terjaga rakyat sejahtera.",24.0,5,9,10
NURKAISAH KHAIRINA JEMPOL,"Kuat sungguh bunyi halilintar,
Sabung-menyabung hingga ke petang,
Jagalah kita alam sekitar,
Bekal generasi akan datang.",23.0,5,10,8
Adam Uwais SMKA SHAMS,"Bermain gitar penuh tenaga,
Diiringi vokal penuh irama;
Alam sekitar mesti dijaga,
Supaya kekal selama-lama.",24.0,5,9,10
ADAM ISKANDAR BIN MOHD YUSRI,"Cerah pagi  melur mengembang,
Dipetik rambai tika melatar ;
Walau teknologi terus berkembang,
Jangan diabai alam sekitar.
",23.0,5,8,10
Nurzulaiha binti Rohadzad,"Indah suasana di tepi tangga,
   melayan karenah sakit gusi,
flora dan fauna perlu dijaga,
   agar khazanah dapat diwarisi,",24.0,5,9,10
